RTSI$ Index,Last Price,High Price,Low Price,Volume,Open Price,,SPX Index,Last Price,High Price,Low Price,Volume,Open Price
Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME,PX_OPEN,,Dates,PX_LAST,PX_HIGH,PX_LOW,PX_VOLUME,PX_OPEN
17.09.2014,1190.1,1205.96,1181.28,44706316288,1199.65,,19.09.2014,2010.4,2019.26,2006.59,1578831488,2012.74
18.09.2014,1187.24,1197.17,1184.03,28042442752,1189.05,,22.09.2014,1994.29,2009.08,1991.01,561021440,2009.08
19.09.2014,1170.25,1191.95,1165.59,45492490240,1188.64,,23.09.2014,1982.77,1995.41,1982.77,535353824,1992.78
22.09.2014,1151.16,1172.16,1151.16,29611028480,1166.81,,24.09.2014,1998.3,1999.79,1978.63,523858304,1983.34
23.09.2014,1167.25,1169.81,1153.4,44604080128,1154.33,,25.09.2014,1965.99,1997.32,1965.99,554326976,1997.32
24.09.2014,1189.23,1191.6,1168.03,28007700480,1168.03,,26.09.2014,1982.85,1986.37,1966.22,482800576,1966.22
25.09.2014,1175.59,1196.05,1175.19,29620049920,1192.59,,29.09.2014,1977.8,1981.28,1964.04,448843840,1978.96
26.09.2014,1156.15,1171.57,1149.95,31721259008,1171.36,,30.09.2014,1972.29,1985.17,1968.96,613410880,1978.21
29.09.2014,1126.21,1162.77,1124.69,33704996864,1160.74,,01.10.2014,1946.16,1971.44,1941.72,612042368,1971.44
30.09.2014,1123.72,1140.74,1121.28,33419616256,1127.95,,02.10.2014,1946.17,1952.32,1926.03,530950208,1945.83
01.10.2014,1113.42,1135.82,1113.42,30092027904,1121.37,,03.10.2014,1967.9,1971.19,1948.12,573337856,1948.12
02.10.2014,1095.11,1117.74,1092.84,40839004160,1111.62,,06.10.2014,1964.82,1977.84,1958.43,451497760,1970.01
03.10.2014,1092.12,1104.22,1088.48,27352248320,1094.83,,07.10.2014,1935.1,1962.36,1934.87,535635072,1962.36
06.10.2014,1120.2,1124.51,1097.91,28891064320,1097.91,,08.10.2014,1968.89,1970.36,1925.25,630988928,1935.55
07.10.2014,1106.8,1127.78,1106.07,31076096000,1120.43,,09.10.2014,1928.21,1967.68,1927.56,629544960,1967.68
08.10.2014,1082.59,1101.33,1082.59,32009613312,1100.82,,10.10.2014,1906.13,1936.98,1906.05,784976384,1925.63
09.10.2014,1088.8,1111.6,1084.35,33496139776,1092.15,,13.10.2014,1874.74,1912.09,1874.14,700280192,1905.65
10.10.2014,1064.29,1078.62,1060.29,40806723584,1078.62,,14.10.2014,1877.7,1898.71,1871.79,717277824,1877.11
13.10.2014,1076.58,1086.33,1060.28,37708161024,1061.45,,15.10.2014,1862.49,1874.18,1820.66,957773440,1874.18
14.10.2014,1075.45,1088.92,1071.99,30261645312,1078.07,,16.10.2014,1862.76,1876.01,1835.02,815644928,1855.95
15.10.2014,1067.05,1076.03,1057.33,32553408512,1073.08,,17.10.2014,1886.76,1898.16,1864.91,821580032,1864.91
16.10.2014,1045.23,1077.29,1037.44,41353318400,1068.37,,20.10.2014,1904.01,1905.03,1882.3,546459648,1885.62
17.10.2014,1072.94,1076.05,1048.95,33863817216,1051.98,,21.10.2014,1941.28,1942.45,1909.38,619562176,1909.38
20.10.2014,1056.71,1079.78,1050.85,25379008512,1077.52,,22.10.2014,1927.11,1949.31,1926.83,655120704,1941.29
21.10.2014,1063.86,1068.8,1044.41,28720146432,1054.36,,23.10.2014,1950.82,1961.95,1931.02,582502784,1931.02
22.10.2014,1047.47,1072.21,1047.19,31341541376,1067.25,,24.10.2014,1964.58,1965.27,1946.27,522245824,1951.59
23.10.2014,1035.91,1045.3,1025.22,33952690176,1045.3,,27.10.2014,1961.63,1964.64,1951.37,491705632,1962.97
24.10.2014,1036.68,1038.34,1023.78,34916065280,1034.78,,28.10.2014,1985.05,1985.05,1964.14,548310080,1964.14
27.10.2014,1039.5,1054.81,1030.81,37895331840,1045.07,,29.10.2014,1982.3,1991.4,1969.04,569952512,1983.29
28.10.2014,1049.58,1055.69,1035.69,35596193792,1040.24,,30.10.2014,1994.65,1999.4,1974.75,524165472,1979.49
29.10.2014,1059.62,1059.62,1040.99,51266285568,1049.58,,31.10.2014,2018.05,2018.19,2001.2,712729024,2001.2
30.10.2014,1098.68,1098.68,1040.95,53817446400,1056.54,,03.11.2014,2017.81,2024.46,2013.68,508736448,2018.21
31.10.2014,1091.44,1112.71,1078.47,69329985536,1105.25,,04.11.2014,2012.1,2015.98,2001.01,543311552,2015.81
03.11.2014,1078.33,1086.9,1073.3,23113328640,1084.88,,05.11.2014,2023.57,2023.77,2014.42,536628928,2015.29
05.11.2014,1054.45,1069.38,1035.86,57917362176,1069.38,,06.11.2014,2031.21,2031.61,2015.86,515367744,2023.33
06.11.2014,1017.28,1054.27,1007.64,50502561792,1049.12,,07.11.2014,2031.92,2034.26,2025.07,525751680,2032.36
07.11.2014,1007.68,1028.2,978.62,65360297984,1010.26,,10.11.2014,2038.26,2038.7,2030.17,478569504,2032.01
10.11.2014,1045.51,1054.4,1011.45,48153481216,1011.45,,11.11.2014,2039.68,2041.28,2035.28,404411296,2038.2
11.11.2014,1028.95,1047.65,1022.61,1.05203E+11,1042.06,,12.11.2014,2038.25,2040.33,2031.95,485259584,2037.75
12.11.2014,1045.09,1045.21,1024.27,1.05431E+11,1030.97,,13.11.2014,2039.33,2046.18,2030.44,499429664,2039.21
13.11.2014,1012.16,1045,1011.58,1.38475E+11,1042.13,,14.11.2014,2039.82,2042.22,2035.2,470705056,2039.74
14.11.2014,1000.42,1005.91,983.19,1.00123E+11,1003.75,,17.11.2014,2041.32,2043.07,2034.46,495556288,2038.29
17.11.2014,1004.13,1007.73,996.9,64008224768,1002.96,,18.11.2014,2051.8,2056.08,2041.48,485794304,2041.48
18.11.2014,1020.77,1027.98,1003.97,40076451840,1009.31,,19.11.2014,2048.72,2052.14,2040.37,478726752,2051.16
19.11.2014,1021.17,1025.05,1014.61,28579244032,1020.36,,20.11.2014,2052.75,2053.84,2040.49,467789184,2045.87
20.11.2014,1040.36,1041.2,1021.18,32348944384,1021.2,,21.11.2014,2063.5,2071.46,2056.75,741511872,2057.46
21.11.2014,1058.8,1063.03,1041.19,41586507776,1045.5,,24.11.2014,2069.41,2070.17,2065.07,493393984,2065.07
24.11.2014,1076.16,1085.16,1058.59,71125426176,1060.59,,25.11.2014,2067.03,2074.21,2064.75,597605120,2070.15
25.11.2014,1054.38,1074.24,1051.29,80600498176,1073.95,,26.11.2014,2072.83,2073.29,2066.62,517876352,2067.36
26.11.2014,1027.61,1043.54,1022.31,77162889216,1043.12,,28.11.2014,2067.56,2075.76,2065.06,416521408,2074.78
27.11.2014,1006.43,1038.79,1000.32,1.5735E+11,1024.82,,01.12.2014,2053.44,2065.78,2049.57,564631744,2065.78
28.11.2014,974.27,997.17,965.72,1.10004E+11,997.17,,02.12.2014,2066.55,2068.77,2053.77,510403936,2053.77
01.12.2014,958.33,967.08,925.9,63530135552,961.73,,03.12.2014,2074.33,2076.28,2066.65,546661120,2067.45
02.12.2014,925.43,981.99,923.49,42004512768,964.26,,04.12.2014,2071.92,2077.34,2062.34,505428768,2073.64
03.12.2014,948.58,953.64,914.08,1.03775E+11,925.82,,05.12.2014,2075.37,2079.47,2070.81,504616736,2072.78
04.12.2014,918.65,969.03,918.65,1.90402E+11,948.88,,08.12.2014,2060.31,2075.78,2054.27,561256448,2074.84
05.12.2014,908.75,939.97,893.41,91340054528,917.67,,09.12.2014,2059.82,2060.6,2034.17,545168576,2056.55
08.12.2014,870.37,922.58,870.2,87459127296,912.52,,10.12.2014,2026.14,2058.86,2024.26,631221120,2058.86
09.12.2014,857.51,867.82,846.83,93718790144,867.82,,11.12.2014,2035.33,2055.53,2027.92,544616384,2027.92
10.12.2014,855.05,879.5,852.78,96382296064,866.09,,12.12.2014,2002.33,2032.25,2002.33,671126400,2030.36
11.12.2014,824.01,860.5,817.42,1.32842E+11,854.79,,15.12.2014,1989.63,2018.69,1982.26,683460608,2005.03
12.12.2014,799.18,817.46,784.53,1.05651E+11,814.16,,16.12.2014,1972.74,2016.89,1972.56,706264960,1986.71
15.12.2014,718.32,802.03,718.32,85484199936,792.2,,17.12.2014,2012.89,2016.75,1973.77,671782208,1973.77
16.12.2014,629.15,752.32,578.21,1.95606E+11,702.85,,18.12.2014,2061.23,2061.23,2018.98,677713024,2018.98
17.12.2014,718.26,744.49,623.88,93813727232,629.15,,19.12.2014,2070.65,2077.85,2061.03,1646902272,2061.04
18.12.2014,764.93,785.85,732.78,94730805248,739.45,,22.12.2014,2078.54,2078.76,2069.28,571130624,2069.28
19.12.2014,768.06,768.06,739.11,45135790080,753.51,,23.12.2014,2082.17,2086.73,2079.77,483428768,2081.48
22.12.2014,811.03,847.74,780.86,1.2627E+11,780.86,,24.12.2014,2081.88,2087.56,2081.86,229198464,2083.25
23.12.2014,794.99,849.89,782.26,1.13691E+11,812.54,,26.12.2014,2088.77,2092.7,2084.3,290110912,2084.3
24.12.2014,814.97,817.83,792.75,75786289152,802.3,,29.12.2014,2090.57,2093.55,2085.75,336886208,2087.63
25.12.2014,844.09,849.82,817.6,1.19444E+11,820.38,,30.12.2014,2080.35,2088.49,2079.53,315475424,2088.49
26.12.2014,828.57,864.71,821.61,74793664512,845.96,,31.12.2014,2058.9,2085.58,2057.94,422132544,2082.11
29.12.2014,795.09,826.57,782.27,96894451712,826.09,,02.01.2015,2058.2,2072.36,2046.04,435587744,2058.9
30.12.2014,790.71,795.84,756.96,72839700480,774.43,,05.01.2015,2020.58,2054.44,2017.34,621869504,2054.44
05.01.2015,761.3,789.09,#N/A N/A,19048568832,786.49,,06.01.2015,2002.61,2030.25,1992.44,640380544,2022.15
06.01.2015,746.48,755.03,723.21,15338680320,755.03,,07.01.2015,2025.9,2029.61,2005.55,546558976,2005.55
08.01.2015,812.02,822.32,744.77,18811117568,746.24,,08.01.2015,2062.14,2064.08,2030.61,614787008,2030.61
09.01.2015,782.62,820.15,765.94,20427370496,809.98,,09.01.2015,2044.81,2064.43,2038.33,508986976,2063.45
12.01.2015,756.63,778.97,748.92,24779479040,776.45,,12.01.2015,2028.26,2049.3,2022.58,543538944,2046.13
13.01.2015,737.88,758.15,724.64,23578462208,755.09,,13.01.2015,2023.03,2056.93,2008.25,624200640,2031.58
14.01.2015,743.06,744.39,723.98,28349548544,737.94,,14.01.2015,2011.27,2018.4,1988.44,684866624,2018.4
15.01.2015,762.39,776.27,751.93,41460084736,756.45,,15.01.2015,1992.67,2021.35,1991.47,621963008,2013.75
16.01.2015,769.8,770.68,747.87,25392285696,751.67,,16.01.2015,2019.42,2020.46,1988.12,742480704,1992.25
19.01.2015,766.57,797.97,763.65,29485934592,769.31,,20.01.2015,2022.55,2028.94,2004.49,616621888,2020.76
20.01.2015,756.27,773.15,750.85,31618985984,765.3,,21.01.2015,2032.12,2038.29,2012.04,552155584,2020.19
21.01.2015,782.13,784.15,752.89,24068231168,761.76,,22.01.2015,2063.15,2064.62,2026.38,653642048,2034.3
22.01.2015,817.14,821.34,778.57,31725850624,783.28,,23.01.2015,2051.82,2062.98,2050.54,546891008,2062.98
23.01.2015,820.99,845.65,817.06,23165007872,822.81,,26.01.2015,2057.09,2057.62,2040.97,539970176,2050.42
26.01.2015,781.31,815.99,777.21,23217698816,815.99,,27.01.2015,2029.55,2047.86,2019.91,602696576,2047.86
27.01.2015,783.53,785.25,743.39,22695045120,756.36,,28.01.2015,2002.16,2042.49,2001.49,717223424,2032.34
28.01.2015,765.37,803.54,762.88,43524292608,790.52,,29.01.2015,2021.25,2024.64,1989.18,681082880,2002.45
29.01.2015,747.45,769.31,747.45,45440020480,762.76,,30.01.2015,1994.99,2023.32,1993.38,919574656,2019.35
30.01.2015,737.35,764.59,720.31,39408152576,751.79,,02.02.2015,2020.85,2021.66,1980.9,652420544,1996.67
02.02.2015,745.82,760.07,725.17,19666214912,754.84,,03.02.2015,2050.03,2050.3,2022.71,669646400,2022.71
03.02.2015,786.69,787.82,753.48,18080604160,753.48,,04.02.2015,2041.51,2054.74,2036.72,650883136,2048.86
04.02.2015,770.63,809.96,766.18,11629058048,797.84,,05.02.2015,2062.52,2063.55,2043.45,546894528,2043.45
05.02.2015,804.5,807.65,753.37,27185555456,765.11,,06.02.2015,2055.47,2072.4,2049.97,603001728,2062.28
06.02.2015,826.4,832.66,804.36,26178973696,805.36,,09.02.2015,2046.74,2056.16,2041.88,513780480,2053.47
09.02.2015,840.48,882.93,825.07,30884308992,827.14,,10.02.2015,2068.59,2070.86,2048.62,546738112,2049.38
10.02.2015,825.89,854.64,821.08,13754864640,836.56,,11.02.2015,2068.53,2073.48,2057.99,511007616,2068.55
11.02.2015,832.33,854.57,832.03,19203756032,845.02,,12.02.2015,2088.48,2088.53,2069.98,577589568,2069.98
12.02.2015,861.93,884.41,821.76,40118476800,853.08,,13.02.2015,2096.99,2097.03,2086.7,510418560,2088.78
13.02.2015,914.05,914.21,876.95,37377687552,876.95,,17.02.2015,2100.34,2101.3,2089.8,565219584,2096.47
16.02.2015,897.35,924.06,895.59,28966938624,912.76,,18.02.2015,2099.68,2100.23,2092.15,466127968,2099.16
17.02.2015,894.61,933.39,891.37,33710219264,897.45,,19.02.2015,2097.45,2102.13,2090.79,471760544,2099.25
18.02.2015,929.35,937.07,906.39,23115540480,906.39,,20.02.2015,2110.3,2110.61,2085.44,630178304,2097.65
19.02.2015,906.51,927.2,888.15,28712198144,926.38,,23.02.2015,2109.66,2110.05,2103,503653216,2109.83
20.02.2015,910.42,923.61,902.02,19687567360,916.21,,24.02.2015,2115.48,2117.94,2105.87,507302944,2109.1
24.02.2015,888.69,898.04,869.91,22500954112,897.12,,25.02.2015,2113.86,2119.59,2109.89,492795808,2115.3
25.02.2015,883.88,892.06,875.69,36512100352,888.26,,26.02.2015,2110.74,2113.91,2103.76,511278208,2113.91
26.02.2015,911.98,921.78,897.59,68917207040,897.59,,27.02.2015,2104.5,2112.74,2103.75,603843456,2110.88
27.02.2015,896.63,912.25,885.11,40215867392,902.24,,02.03.2015,2117.39,2117.52,2104.5,524842816,2105.23
02.03.2015,903.56,907.21,892.23,14085019648,901.62,,03.03.2015,2107.78,2115.76,2098.26,505059072,2115.76
03.03.2015,917.05,925.73,894.09,23481757696,899,,04.03.2015,2098.53,2107.72,2087.62,510419040,2107.72
04.03.2015,889.68,924.86,888.27,18821138432,918.24,,05.03.2015,2101.04,2104.25,2095.22,488319360,2098.54
05.03.2015,912.38,920.44,889.83,25724231680,896.38,,06.03.2015,2071.26,2100.91,2067.27,663313984,2100.91
06.03.2015,903.45,933.65,903.45,18254049280,913.12,,09.03.2015,2079.43,2083.49,2072.21,500131872,2072.25
10.03.2015,845.36,896.73,845.36,30971555840,896.13,,10.03.2015,2044.16,2076.14,2044.16,625562688,2076.14
11.03.2015,847.98,859.26,835.7,24971704320,842.6,,11.03.2015,2040.24,2050.08,2039.69,547776128,2044.69
12.03.2015,859.26,871.1,855.9,36715929600,857.67,,12.03.2015,2065.95,2066.41,2041.1,547397376,2041.1
13.03.2015,833.57,858.65,830.99,29159096320,856.8,,13.03.2015,2053.4,2064.56,2041.17,559884480,2064.56
16.03.2015,812.88,830.86,811.41,32043118592,823.76,,16.03.2015,2081.19,2081.41,2055.35,549107968,2055.35
17.03.2015,822.76,831.48,816.66,15043973120,820.25,,17.03.2015,2074.28,2080.59,2065.08,482915200,2080.59
18.03.2015,841.05,845.96,826.54,24177790976,826.54,,18.03.2015,2099.5,2106.85,2061.23,642799488,2072.84
19.03.2015,847.99,874.12,843.4,19999561728,874,,19.03.2015,2089.27,2098.69,2085.56,538912768,2098.69
20.03.2015,862.14,868.32,839.26,30149777408,843.36,,20.03.2015,2108.1,2113.92,2090.32,1569085440,2090.32
23.03.2015,859.14,871.87,853.92,19224483840,868.56,,23.03.2015,2104.42,2114.86,2104.42,505802624,2107.99
24.03.2015,880.28,882.98,851.88,21906743296,860.07,,24.03.2015,2091.5,2107.63,2091.5,518017184,2103.94
25.03.2015,882.07,897.01,877.37,20082188288,883.7,,25.03.2015,2061.05,2097.43,2061.05,591249664,2093.1
26.03.2015,868.62,911.35,867.39,25205387264,890.27,,26.03.2015,2056.15,2067.15,2045.5,629338432,2059.94
27.03.2015,856.44,871.81,856.44,18010159104,870.28,,27.03.2015,2061.02,2062.83,2052.96,554212096,2055.78
30.03.2015,878.94,880.5,851.17,15922877440,855.61,,30.03.2015,2086.24,2088.97,2064.11,499786176,2064.11
31.03.2015,880.42,888.44,871.33,39215484928,881.12,,31.03.2015,2067.89,2084.05,2067.04,671221952,2084.05
01.04.2015,910.41,910.41,872.03,20414380032,876.29,,01.04.2015,2059.69,2067.63,2048.38,577114176,2067.63
02.04.2015,933.58,935.28,908.16,27026413568,908.38,,02.04.2015,2066.96,2072.17,2057.32,492594688,2060.03
03.04.2015,930.12,943.39,925.79,19132766208,935.49,,06.04.2015,2080.62,2086.99,2056.52,610287936,2064.87
06.04.2015,971.08,971.08,934.3,15125252096,934.3,,07.04.2015,2076.33,2089.81,2076.1,444401344,2080.79
07.04.2015,971.24,975.32,955.06,40393879552,966.77,,08.04.2015,2081.9,2086.69,2073.3,500216192,2076.94
08.04.2015,988.3,991.06,968.1,60715786240,968.1,,09.04.2015,2091.18,2093.31,2074.29,483774336,2081.29
09.04.2015,1003.42,1008.4,985.73,1.0824E+11,987.16,,10.04.2015,2102.06,2102.61,2091.51,473559040,2091.51
10.04.2015,999.38,1034.36,988.01,52134830080,1011.69,,13.04.2015,2092.43,2107.65,2092.33,495736640,2102.03
13.04.2015,1004.62,1018.47,981.01,29669593088,981.01,,14.04.2015,2095.84,2098.62,2083.24,459195808,2092.28
14.04.2015,1015.51,1017.64,996.55,21374756864,1013.22,,15.04.2015,2106.63,2111.91,2097.82,573306624,2097.82
15.04.2015,1052.33,1053.31,1017.61,16427874304,1017.61,,16.04.2015,2104.99,2111.3,2100.02,504965120,2105.96
16.04.2015,1061.6,1066.68,1043.05,23016030208,1060.6,,17.04.2015,2081.18,2102.58,2072.37,671368960,2102.58
17.04.2015,998.96,1067.85,998.96,27167526912,1065.37,,20.04.2015,2100.4,2103.94,2084.11,489427808,2084.11
20.04.2015,995.7,1025.1,982.59,27442647040,1008.54,,21.04.2015,2097.29,2109.64,2094.38,499610688,2102.82
21.04.2015,1007.69,1007.69,986.98,15490593792,995.24,,22.04.2015,2107.96,2109.98,2091.05,532741408,2098.27
22.04.2015,1004,1007.32,992.5,19498074112,1002.01,,23.04.2015,2112.93,2120.49,2103.19,579433600,2107.21
23.04.2015,1028.47,1033.33,995.55,33426628608,1011.07,,24.04.2015,2117.69,2120.92,2112.8,563442048,2112.8
24.04.2015,1037.52,1054.21,1025.07,49336979456,1030.09,,27.04.2015,2108.92,2125.92,2107.04,601573312,2119.29
27.04.2015,1022.78,1046.99,1020.03,33536686080,1040.28,,28.04.2015,2114.76,2116.09,2094.89,555166400,2108.35
28.04.2015,1029.71,1030.83,1004.13,62425501696,1015.37,,29.04.2015,2106.85,2113.65,2097.41,560514752,2112.49
29.04.2015,1031.78,1038.73,1019.29,30380130304,1027.32,,30.04.2015,2085.51,2105.52,2077.59,696789504,2105.52
30.04.2015,1029.31,1036.42,1016.88,42230435840,1031.98,,01.05.2015,2108.29,2108.41,2087.38,517351488,2087.38
05.05.2015,1072.93,1073.6,1023.57,44928270336,1033.07,,04.05.2015,2114.49,2120.95,2110.23,468420992,2110.23
06.05.2015,1066.19,1087.47,1063.53,45949472768,1074.19,,05.05.2015,2089.46,2115.24,2088.46,546268352,2112.63
07.05.2015,1060.73,1067.21,1045.6,36660572160,1055.06,,06.05.2015,2080.15,2098.42,2067.93,563782528,2091.26
08.05.2015,1059.52,1060.73,1041.59,35389517824,1060.73,,07.05.2015,2088,2092.9,2074.99,545155584,2079.96
12.05.2015,1070.19,1070.19,1049.77,28627773440,1056.38,,08.05.2015,2116.1,2117.66,2092.13,536169248,2092.13
13.05.2015,1082.21,1092.52,1073.21,68728422400,1076.2,,11.05.2015,2105.33,2117.69,2104.58,475660096,2115.56
14.05.2015,1054.9,1082.21,1052.09,72053604352,1082.21,,12.05.2015,2099.12,2105.06,2085.57,479504928,2102.87
15.05.2015,1074.73,1075.42,1054.9,63843639296,1054.9,,13.05.2015,2098.48,2110.19,2096.04,482084640,2099.62
18.05.2015,1075.47,1089.51,1074.41,44923453440,1074.73,,14.05.2015,2121.1,2121.45,2100.43,486270432,2100.43
19.05.2015,1057.6,1080.27,1045.99,69415862272,1075.47,,15.05.2015,2122.73,2123.89,2116.79,615096320,2122.07
20.05.2015,1031.97,1057.6,1027.17,47898931200,1057.6,,18.05.2015,2129.2,2131.78,2120.01,452532480,2121.3
21.05.2015,1047.47,1051.76,1030.32,1.01E+11,1035.14,,19.05.2015,2127.83,2133.02,2124.5,526865184,2129.45
22.05.2015,1051.21,1052.89,1041.43,81678802944,1044.59,,20.05.2015,2125.85,2134.72,2122.59,519596768,2127.79
25.05.2015,1041.58,1053.94,1034.72,79866052608,1049.11,,21.05.2015,2130.82,2134.28,2122.95,490181856,2125.55
26.05.2015,1025.16,1046.49,1023.61,1.05038E+11,1044.84,,22.05.2015,2126.06,2132.15,2126.06,431185120,2130.36
27.05.2015,1012.21,1026.38,1000.41,1.04907E+11,1021.57,,26.05.2015,2104.2,2125.34,2099.18,565730880,2125.34
28.05.2015,990.87,1011.69,989.53,1.51797E+11,1005.33,,27.05.2015,2123.48,2126.22,2105.13,521363168,2105.13
29.05.2015,968.81,1009.21,968.81,1.04727E+11,990.87,,28.05.2015,2120.79,2122.27,2112.86,441847488,2122.27
01.06.2015,953.88,979.34,953.88,51613626368,977.44,,29.05.2015,2107.39,2120.66,2104.89,768062208,2120.66
02.06.2015,973.45,978.67,950.86,27224176640,953.25,,01.06.2015,2111.73,2119.15,2102.54,496321824,2108.64
03.06.2015,947.28,983.01,943.2,50359615488,980.03,,02.06.2015,2109.6,2117.59,2099.14,477625184,2110.41
04.06.2015,922.63,948.53,918.83,77060169728,946.83,,03.06.2015,2114.07,2121.92,2109.61,474052832,2110.64
05.06.2015,922.67,930.88,904.76,58653224960,915.39,,04.06.2015,2095.84,2112.89,2093.23,529531520,2112.35
08.06.2015,923.23,940.31,918.68,67642732544,925.31,,05.06.2015,2092.83,2100.99,2085.67,567359104,2095.09
09.06.2015,943.54,943.84,919.89,75781750784,926.35,,08.06.2015,2079.28,2093.01,2079.11,494053920,2092.34
10.06.2015,958.97,968.44,944.61,38482706432,944.92,,09.06.2015,2080.15,2085.62,2072.14,498462304,2079.07
11.06.2015,950.38,959.96,942.36,24395677696,957.96,,10.06.2015,2105.2,2108.5,2081.12,513278144,2081.12
15.06.2015,957.38,958.93,932.02,73740935168,946.94,,11.06.2015,2108.86,2115.02,2106.24,548636544,2106.24
16.06.2015,978.29,978.29,958.24,35364237312,958.24,,12.06.2015,2094.11,2107.43,2091.33,456747968,2107.43
17.06.2015,966.55,979.86,966.55,23379470336,978.16,,15.06.2015,2084.43,2091.34,2072.49,512029184,2091.34
18.06.2015,981.82,989.87,973.96,14779452416,976.57,,16.06.2015,2096.29,2097.4,2082.1,423381152,2084.26
19.06.2015,966.9,980.54,960.77,30757664768,980.26,,17.06.2015,2100.44,2106.79,2088.86,489365184,2097.4
22.06.2015,978.85,988.4,969.98,65270411264,969.98,,18.06.2015,2121.24,2126.65,2101.58,552029248,2101.58
23.06.2015,964.32,979.74,957.31,41292939264,977.8,,19.06.2015,2109.99,2121.64,2109.45,1262677632,2121.06
24.06.2015,951.45,974.63,949.42,33245302784,969.4,,22.06.2015,2122.85,2129.87,2112.5,472835104,2112.5
25.06.2015,941.32,956.86,941.32,27413555200,951.77,,23.06.2015,2124.2,2128.03,2119.89,458723552,2123.16
26.06.2015,943.01,944.23,933.75,14189420544,940.13,,24.06.2015,2108.58,2125.1,2108.58,542556416,2123.65
29.06.2015,928.03,936.6,921.74,10771306496,936.45,,25.06.2015,2102.31,2116.04,2101.78,503689792,2109.96
30.06.2015,939.93,939.93,916.06,28806957056,925.17,,26.06.2015,2101.49,2108.92,2095.38,939093568,2102.62
01.07.2015,930.66,945.04,927.59,24208494592,940.68,,29.06.2015,2057.64,2098.63,2056.64,596336896,2098.63
02.07.2015,932.04,936.16,923.54,25267361792,927.23,,30.06.2015,2063.11,2074.28,2056.32,726352256,2061.19
03.07.2015,919.61,932.78,918.45,17213050880,931.7,,01.07.2015,2077.42,2082.78,2067,536482208,2067
06.07.2015,902.88,914.15,899.04,22600833024,914.15,,02.07.2015,2076.78,2085.06,2071.02,489734016,2078.03
07.07.2015,885.78,899.84,878.38,18892013568,899.84,,06.07.2015,2068.76,2078.61,2058.4,594511232,2073.95
08.07.2015,875.67,894.83,868.02,20981575680,894.83,,07.07.2015,2081.34,2083.74,2044.02,639140352,2069.52
09.07.2015,889.76,896.28,876.3,12315338752,876.3,,08.07.2015,2046.68,2077.66,2044.66,388666336,2077.66
10.07.2015,905.2,906.53,891.62,20992907264,891.62,,09.07.2015,2051.31,2074.28,2049.73,566892224,2049.73
13.07.2015,915.47,915.47,897.98,14390477824,903.11,,10.07.2015,2076.62,2081.31,2052.74,495269056,2052.74
14.07.2015,919.79,919.79,899.09,24593459200,914.48,,13.07.2015,2099.6,2100.67,2080.03,509909472,2080.03
15.07.2015,909.45,914.91,904.12,24006881280,909.71,,14.07.2015,2108.95,2111.98,2098.18,508384000,2099.72
16.07.2015,919.81,920.01,905.7,11297275904,907.8,,15.07.2015,2107.4,2114.14,2102.49,547400512,2109.01
17.07.2015,912.44,919.93,908.46,9026722816,915.29,,16.07.2015,2124.29,2124.42,2110.55,538689792,2110.55
20.07.2015,900.65,915.85,894.74,14014693376,912.96,,17.07.2015,2126.64,2128.91,2119.88,636935424,2126.8
21.07.2015,905.33,909.41,893.93,14315566080,899.46,,20.07.2015,2128.28,2132.82,2123.65,509967424,2126.85
22.07.2015,901.76,902.69,893.28,12347011072,902.48,,21.07.2015,2119.21,2128.49,2115.4,566156224,2127.55
23.07.2015,884.47,896.64,883.63,8668956672,896.04,,22.07.2015,2114.15,2118.51,2110,619434368,2118.21
24.07.2015,859.12,882,856.19,19713771520,882,,23.07.2015,2102.15,2116.87,2098.63,593052480,2114.16
27.07.2015,840.37,860.42,833.1,14159096832,859.23,,24.07.2015,2079.65,2106.01,2077.09,629186496,2102.24
28.07.2015,839.25,845.46,826.44,14425954304,837.77,,27.07.2015,2067.64,2078.19,2063.52,667212992,2078.19
29.07.2015,865.84,867.74,841.84,18391408640,843,,28.07.2015,2093.25,2095.6,2069.09,620626560,2070.75
30.07.2015,867.74,875.1,856.86,20856399872,868.19,,29.07.2015,2108.57,2110.6,2094.08,579763776,2094.7
31.07.2015,858.82,863.84,841.42,23157006336,863.84,,30.07.2015,2108.63,2110.48,2094.97,513199040,2106.78
03.08.2015,834.89,852.81,828.55,17076129792,852.81,,31.07.2015,2103.84,2114.24,2102.07,651341056,2111.6
04.08.2015,837.43,843.72,823.96,32554539008,828.77,,03.08.2015,2098.04,2105.7,2087.31,554008960,2104.49
05.08.2015,843.9,851.6,833.92,26333464576,838.19,,04.08.2015,2093.32,2102.51,2088.6,552836992,2097.68
06.08.2015,820.43,840.25,818.97,13536776192,839.76,,05.08.2015,2099.84,2112.66,2095.27,586582464,2095.27
07.08.2015,832.47,835.13,822.95,7665576448,824.62,,06.08.2015,2083.56,2103.32,2075.53,621613696,2100.75
10.08.2015,848.08,848.08,817.63,19408547840,831.46,,07.08.2015,2077.57,2082.61,2067.91,538228032,2082.61
11.08.2015,830.33,859.82,829.08,16718462976,851.56,,10.08.2015,2104.18,2105.35,2080.98,545988160,2080.98
